ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ,ΑΙΘΟΥΣΑ,ΑΜΚΑ_ΙΑΤΡΟΥ,ΚΩΔΙΚΟΣ_ΝΟΣΗΛΕΙΑΣ
03129013923,X694599,2026-04-10 00:24:54,Αίθουσα Επέμβασης 2,07039120569,11433
02120645525,X631957.226,2024-12-28 10:09:37,Χειρουργείο 5,21056659269,23790
07031549105,B313341,2026-02-26 12:52:56,Αίθουσα Επέμβασης 1,03097463750,28959
14080610053,B315525,2026-11-30 18:56:13,Αίθουσα Επέμβασης 4,03047764549,25707
15064254782,A401061,2025-01-18 12:59:11,Χειρουργείο 3,15039665806,28170
30083300643,X645559,2025-06-07 05:01:27,Αίθουσα Επέμβασης 4,16049105631,19623
22100483034,A403799.9,2024-09-14 21:44:33,Αίθουσα Επέμβασης 5,21029390527,1615
07023436214,X664199,2024-10-09 09:30:11,Χειρουργείο 1,30087210990,18518
06041510143,X677999,2025-08-22 14:55:32,Αίθουσα Επέμβασης 4,18067010293,20638
18068003735,X636529,2025-06-28 10:35:48,Χειρουργείο 1,16058088797,3479
04117547879,X653137,2025-06-26 12:15:48,Αίθουσα Επέμβασης 4,31056169071,3093
30034319267,X718963,2024-10-09 16:40:20,Αίθουσα Επέμβασης 4,08117665345,3960
13038339146,B304479,2026-10-03 01:42:32,Αίθουσα Επέμβασης 5,14087685423,18811
13014766165,X700963,2024-11-03 00:07:26,Χειρουργείο 1,10086060998,10851
16042006727,X667979,2026-01-19 18:31:39,Αίθουσα Επέμβασης 3,13019511418,3011
15108429528,X666957.2,2025-01-21 21:24:47,Χειρουργείο 1,24079369309,21144
28028784934,X686821,2026-04-29 04:13:25,Αίθουσα Επέμβασης 3,01048115081,19167
05074087590,X628959,2026-12-10 22:34:07,Χειρουργείο 1,21029390527,13411
26051143603,K517275,2026-02-02 18:06:25,Χειρουργείο 5,02088557462,9904
04042217337,X709129,2026-11-20 08:31:45,Αίθουσα Επέμβασης 1,16109211017,20902
11063907775,X703031,2025-01-17 14:11:39,Χειρουργείο 2,31018504386,5117
29091602117,X710183,2025-07-04 07:08:26,Χειρουργείο 5,17019408693,18874
22080111220,X663757.33,2024-12-01 20:17:20,Χειρουργείο 4,15097845869,13243
10087907203,X647585,2024-07-03 23:54:08,Αίθουσα Επέμβασης 2,27127004840,12895
30081907212,X706053,2024-03-12 22:14:25,Αίθουσα Επέμβασης 1,16109211017,17927
09072466340,K508941,2025-10-12 04:22:24,Χειρουργείο 4,15066445561,13669
24121061970,X710799,2026-10-09 23:21:23,Αίθουσα Επέμβασης 1,24128760642,24141
20077961069,X627009,2024-08-18 18:10:24,Αίθουσα Επέμβασης 2,08038064163,14574
16086537069,X704681,2024-09-22 22:40:36,Αίθουσα Επέμβασης 2,25059138149,3166
06013311813,X631957.9,2025-06-01 16:34:47,Αίθουσα Επέμβασης 4,24128760642,28458
13046651136,X688279,2026-08-23 01:46:34,Χειρουργείο 1,17099112296,27950
25049249248,X697181,2026-05-11 08:57:02,Χειρουργείο 1,31018504386,312
07050775902,X632639,2025-04-30 22:35:45,Αίθουσα Επέμβασης 1,02038186264,26368
10055643325,X639601,2024-09-17 22:54:44,Αίθουσα Επέμβασης 1,29018364310,13299
09032198038,B316705.2,2024-12-05 01:27:01,Αίθουσα Επέμβασης 4,22029134563,9284
25072253632,X633937.216,2026-06-29 13:40:52,Αίθουσα Επέμβασης 2,25099582251,26561
30100930827,X673803,2026-05-08 06:01:46,Χειρουργείο 4,31036764120,13229
27039812855,B300013,2026-10-27 00:16:40,Χειρουργείο 2,07017002380,12701
07043349347,B313183,2024-09-12 03:44:51,Χειρουργείο 3,10066642723,22089
30064393495,X618161,2026-01-29 13:47:15,Αίθουσα Επέμβασης 5,25067470203,17715
16021916419,B305997,2025-06-22 06:58:34,Χειρουργείο 1,19097671585,11017
12098167080,X633937.71,2024-10-15 09:07:25,Χειρουργείο 3,25066070679,17621
18118117615,X635367,2024-08-11 16:33:50,Χειρουργείο 2,06129006779,506
10077752672,X674253,2026-04-16 10:32:01,Χειρουργείο 1,01028453566,685
30106459826,B313605.274,2025-05-12 08:50:09,Χειρουργείο 2,29069575442,20312
30091005653,X603469,2026-01-30 18:16:11,Χειρουργείο 2,20027211534,7860
17080597575,X695069,2026-04-07 14:11:53,Αίθουσα Επέμβασης 5,13036214191,24748
10091519310,B315523,2024-12-03 18:13:19,Αίθουσα Επέμβασης 3,03089789067,12690
13050353009,K500701,2026-03-14 20:00:29,Αίθουσα Επέμβασης 5,05069279544,11568
08085620898,B305861,2027-01-27 02:16:27,Χειρουργείο 3,10116142591,6500
23095088685,X646569,2024-05-31 01:13:07,Αίθουσα Επέμβασης 3,19027744421,20009
10081692620,X636423,2026-12-12 11:45:53,Χειρουργείο 1,07127401967,11446
18041269599,X668249,2024-03-13 19:45:00,Χειρουργείο 3,16109211017,3149
01094133049,X705991,2026-10-02 20:02:23,Αίθουσα Επέμβασης 1,16129514595,15528
29078048894,X696499,2026-10-04 11:39:38,Αίθουσα Επέμβασης 3,07086512984,6731
22119891419,X634117,2025-12-05 23:41:25,Αίθουσα Επέμβασης 3,09087465106,16974
18092248986,X633937.164,2024-08-02 10:17:24,Χειρουργείο 5,13106968050,25715
25058359755,X683119,2026-08-15 15:59:27,Χειρουργείο 5,25067470203,2989
21055803553,X678469,2025-10-04 21:12:03,Χειρουργείο 3,08117665345,5696
23086574775,X635731,2024-09-02 09:29:29,Χειρουργείο 2,19049805360,28087
19119231494,X634819,2024-03-11 09:56:10,Χειρουργείο 2,25078560613,25792
29058938044,B313605.333,2026-04-06 01:42:04,Χειρουργείο 3,13036214191,8649
26036870451,X625575,2024-04-26 08:16:10,Αίθουσα Επέμβασης 5,08117716641,21960
07119724888,X688729,2024-04-25 12:45:54,Αίθουσα Επέμβασης 4,19097671585,2608
03039461622,B312307,2026-11-18 07:59:49,Αίθουσα Επέμβασης 3,11029101695,22064
11113191528,Β311905.44,2024-09-19 02:22:48,Αίθουσα Επέμβασης 1,18047974063,10284
08030651143,X631957.131,2026-11-17 22:31:29,Χειρουργείο 2,14036730831,9245
30079345911,X603921,2024-12-29 07:07:31,Αίθουσα Επέμβασης 3,12087368022,23789
17030464001,B310167,2026-02-10 06:40:38,Αίθουσα Επέμβασης 3,10097761798,29788
18095604082,A400875,2026-03-02 17:18:12,Αίθουσα Επέμβασης 3,14048983004,1383
21042495456,A401531,2024-12-19 01:39:05,Χειρουργείο 4,01078222862,20478
12061845668,A400005,2026-03-18 06:14:20,Αίθουσα Επέμβασης 3,16049105631,16009
29039105336,Β315905.23,2024-01-21 13:41:21,Αίθουσα Επέμβασης 1,17087168135,28158
31037031035,X621989,2025-08-06 11:06:05,Αίθουσα Επέμβασης 4,31056269522,8015
21082398027,X702995,2025-07-09 03:35:04,Αίθουσα Επέμβασης 1,27128879809,12119
05015707345,X627023,2024-05-01 14:50:32,Αίθουσα Επέμβασης 5,24128760642,11141
12036932545,X634333,2024-04-28 11:17:18,Χειρουργείο 1,27127004840,28014
22121434526,X696479,2025-07-26 06:45:00,Αίθουσα Επέμβασης 1,20047493220,6347
23014737190,X715569,2026-03-03 15:29:55,Χειρουργείο 2,10127855123,12526
18078916486,X679271,2024-02-18 23:23:54,Χειρουργείο 2,24107406710,15857
20063815395,X622351,2024-12-27 00:35:37,Χειρουργείο 4,23017282546,13971
15064820968,B304655,2025-05-07 16:54:22,Αίθουσα Επέμβασης 5,07067536585,9120
07098135680,B313605.345,2024-06-30 07:30:24,Αίθουσα Επέμβασης 5,25067470203,20196
18125074497,B313905.10,2026-07-23 21:30:10,Αίθουσα Επέμβασης 5,15068957567,7649
05089161466,K513979,2026-02-07 18:11:48,Χειρουργείο 1,01129618953,22610
22053099270,X685359,2024-05-31 02:22:53,Αίθουσα Επέμβασης 5,25067343186,22791
20087104584,X691077.1,2024-10-28 17:12:39,Αίθουσα Επέμβασης 3,24097463592,26042
10035533815,X648761,2026-08-03 17:47:50,Χειρουργείο 1,20036906148,10977
29069627379,K501071,2026-04-03 16:57:50,Αίθουσα Επέμβασης 2,18047974063,14514
06025775185,X626271,2026-06-02 12:15:13,Αίθουσα Επέμβασης 5,06067101897,21074
24062132100,X635651,2026-02-28 00:26:50,Χειρουργείο 1,22056473676,18374
11074013959,X666609,2026-03-06 17:06:30,Χειρουργείο 1,18027242588,6868
29101275000,B304783,2026-09-08 14:26:00,Αίθουσα Επέμβασης 2,18027242588,23594
25105833107,X621923,2026-05-09 17:44:24,Χειρουργείο 4,19026775246,10002
07063541924,B314809,2024-05-23 17:12:47,Χειρουργείο 3,24059714537,12260
30126975393,X622335,2025-08-26 13:29:19,Χειρουργείο 5,29038506566,1119
02011939170,K512977.32,2025-07-01 11:05:14,Χειρουργείο 3,01129618953,27074
27036717256,X640359,2024-07-18 14:52:14,Αίθουσα Επέμβασης 3,21056659269,7677
16128914885,B315511,2026-01-04 11:07:18,Αίθουσα Επέμβασης 5,02018629858,17882
15023511689,B307687,2025-02-27 13:49:07,Αίθουσα Επέμβασης 3,03067202384,20688
18010836431,X663757.33,2024-04-30 07:43:19,Χειρουργείο 4,21029390527,23705
28109343508,B301911,2024-06-19 12:29:11,Αίθουσα Επέμβασης 4,05069279544,2201
09087247901,X630759,2026-05-09 21:01:13,Χειρουργείο 2,04049765143,28830
29118895167,X643757.7,2024-04-03 17:38:07,Χειρουργείο 5,08107948767,19975
01097780252,X651959,2025-11-14 05:53:54,Χειρουργείο 5,31128168449,26049
30048928210,X618553,2025-03-30 00:13:22,Αίθουσα Επέμβασης 1,12057155300,29476
15076331025,K504565,2025-04-23 18:39:18,Χειρουργείο 4,17087168135,24586
05059061130,B316705.104,2025-07-28 00:21:08,Αίθουσα Επέμβασης 5,07119294567,23414
12075677319,X627817.3,2026-08-02 18:38:32,Χειρουργείο 1,07017336764,29419
03059580253,X672419,2026-11-15 20:43:19,Χειρουργείο 3,01129618953,25027
12110009524,X638211,2025-10-18 07:58:00,Αίθουσα Επέμβασης 5,20066498687,15321
07103574028,X636171,2025-02-02 19:49:06,Αίθουσα Επέμβασης 5,21037222305,22187
15036122723,X607999,2025-02-26 22:10:17,Αίθουσα Επέμβασης 1,19097671585,1745
17115494620,X626759,2024-12-04 08:41:57,Χειρουργείο 5,13076963118,161
13015746611,X679095,2025-12-23 23:35:24,Αίθουσα Επέμβασης 2,10116142591,21196
17031814680,X638051,2025-05-31 15:17:00,Αίθουσα Επέμβασης 1,16058088797,14162
25113826986,X719359,2026-02-04 13:23:30,Αίθουσα Επέμβασης 5,12057155300,20590
19067471680,X663757.50,2025-05-21 06:33:16,Αίθουσα Επέμβασης 3,25098689646,29493
31105527919,X603239,2026-02-11 23:58:10,Χειρουργείο 1,25067343186,6568
01014718376,A403667,2025-03-02 11:10:12,Χειρουργείο 4,11117481536,16679
26010861851,X633937.24,2024-08-23 02:59:43,Χειρουργείο 1,06088858657,28533
06052133071,X631821,2025-08-27 11:10:04,Χειρουργείο 3,10049377861,26859
17098817846,B313431,2025-05-28 09:39:19,Αίθουσα Επέμβασης 3,05118656775,6968
23017535131,X663707,2025-05-28 23:26:27,Χειρουργείο 4,24068366431,29694
25083159591,X633937.264,2024-04-26 01:10:35,Χειρουργείο 4,16098922011,25902
27084940804,K508583,2025-12-09 20:53:22,Χειρουργείο 4,02036522626,16311
18081950456,K514085,2025-05-23 14:25:37,Αίθουσα Επέμβασης 4,14017779931,2653
13040946144,X633937.17,2026-08-04 21:50:26,Χειρουργείο 4,10066642723,3168
09025331319,Β315905.62,2026-04-26 15:41:22,Αίθουσα Επέμβασης 3,11069420002,19789
03028087915,A400095,2025-06-05 01:39:43,Χειρουργείο 2,05056159470,25420
27051118927,K511885,2026-06-20 14:51:20,Χειρουργείο 3,05118656775,11649
31127954620,X606221,2026-02-09 11:27:44,Χειρουργείο 4,19119585662,29546
18089528864,X663757.44,2024-04-06 17:40:11,Χειρουργείο 4,17086545716,23936
30094378075,Β315905.55,2026-11-12 16:46:47,Χειρουργείο 2,11087036989,24370
25102335277,X647825,2025-11-22 10:30:17,Αίθουσα Επέμβασης 2,22056473676,10469
04098148135,Β315905.83,2025-11-24 17:38:44,Αίθουσα Επέμβασης 5,03047764549,1758
09010381538,X633683,2025-04-07 11:44:33,Αίθουσα Επέμβασης 2,15017994679,9977
28114384079,X664379,2026-02-27 21:35:46,Αίθουσα Επέμβασης 2,19038209414,5195
10039447113,X650373,2024-06-17 14:04:53,Αίθουσα Επέμβασης 4,03117001638,16536
21088382739,X633937.120,2026-10-03 19:53:17,Αίθουσα Επέμβασης 4,21029390527,9894
03093239710,B313605.88,2024-01-22 23:18:49,Αίθουσα Επέμβασης 1,29018720992,26875
21024470950,B316305.31,2024-07-26 03:01:46,Χειρουργείο 2,01028453566,25116
17083456116,X631957.44,2024-05-20 02:07:18,Αίθουσα Επέμβασης 4,02097580827,7401
29105114583,X667481,2026-09-09 20:14:57,Χειρουργείο 4,07096320081,28580
18115334024,B305949,2024-12-21 14:26:30,Αίθουσα Επέμβασης 4,26086400932,926
04045113338,X635119,2026-06-07 23:54:19,Χειρουργείο 2,24107206566,13724
16032102713,B315087,2024-04-13 18:14:56,Αίθουσα Επέμβασης 3,29087896734,15923
13020524041,K513977,2026-09-22 00:19:56,Αίθουσα Επέμβασης 4,01078222862,21664
23040941698,K514583,2024-12-30 21:18:16,Χειρουργείο 3,11019339247,22425
20094378280,X682959,2026-06-11 10:11:40,Χειρουργείο 1,17087168135,29925
22052224651,X625023,2025-04-27 01:55:16,Χειρουργείο 5,25126627516,7404
14011968498,X714839,2024-09-03 01:19:44,Χειρουργείο 3,20066498687,16895
29079293403,X646783,2024-08-01 21:04:59,Αίθουσα Επέμβασης 2,22089289312,4519
04059398395,X656377,2024-10-09 09:37:03,Αίθουσα Επέμβασης 5,01068388909,11596
19128024729,X709673,2024-12-21 09:44:42,Χειρουργείο 2,21059604573,25180
10116805678,X628579,2024-02-15 02:25:22,Χειρουργείο 3,21029390527,21993
31030628850,B306083,2025-01-26 15:49:25,Χειρουργείο 4,02119001109,12504
01093187065,X653589,2026-03-30 14:41:40,Αίθουσα Επέμβασης 4,30087210990,4794
09119343649,X637279,2026-06-06 17:53:15,Χειρουργείο 1,18027242588,7672
23100078282,B309961,2025-02-07 06:04:47,Χειρουργείο 5,31077414694,1517
02125704217,Β311905.72,2024-03-15 10:04:30,Χειρουργείο 2,07067536585,2562
20035516189,A402081,2024-10-15 17:08:00,Αίθουσα Επέμβασης 4,30037959532,2840
05105141176,K504129,2026-04-03 07:07:30,Χειρουργείο 1,23018017465,7540
16107953859,B311951,2024-08-28 16:21:05,Αίθουσα Επέμβασης 5,10088406393,1201
09087092876,B316119,2025-07-18 19:17:37,Αίθουσα Επέμβασης 5,05118656775,29893
10097472569,X631279,2025-12-22 01:02:39,Αίθουσα Επέμβασης 5,15087602276,16261
09025331319,X702939,2025-01-14 15:36:47,Χειρουργείο 5,31127162692,2159
07080900094,X686855,2024-03-27 07:47:01,Χειρουργείο 1,07086512984,3186
08123574125,A403799.24,2025-04-17 05:56:32,Αίθουσα Επέμβασης 4,13129208275,19669
20025892304,X626999,2025-06-26 05:56:00,Αίθουσα Επέμβασης 4,19109063851,7718
14064699602,B316431,2026-04-29 11:04:05,Χειρουργείο 2,05069279544,16646
07015066380,X698987,2026-04-27 05:40:07,Αίθουσα Επέμβασης 2,13019416697,22766
07120742179,A400185,2024-02-13 04:42:29,Χειρουργείο 1,08038064163,4067
28111014675,B316705.28,2025-07-08 19:08:31,Χειρουργείο 4,20047493220,28351
27096773342,X691409,2026-06-13 05:31:12,Αίθουσα Επέμβασης 5,02077108433,4798
07058570962,X650981,2025-09-07 07:33:20,Χειρουργείο 2,10086060998,16162
27121724911,X613967,2024-05-29 08:53:47,Χειρουργείο 5,08117716641,8852
06109454399,X678839,2026-03-30 08:52:01,Αίθουσα Επέμβασης 1,28058685920,11301
02101398737,X709751,2026-04-24 21:20:26,Αίθουσα Επέμβασης 5,10116142591,17460
11021812061,B313605.23,2026-01-09 19:05:31,Αίθουσα Επέμβασης 4,25098689646,22706
30046240697,X668159,2026-05-02 21:17:23,Αίθουσα Επέμβασης 5,30037959532,25093
18023274769,X624387,2025-03-31 02:08:43,Αίθουσα Επέμβασης 2,28068899789,396
25112201083,X680751,2025-01-23 12:24:04,Χειρουργείο 4,14048983004,14560
03096694938,X647513,2026-08-06 23:18:15,Αίθουσα Επέμβασης 5,25067470203,28858
16117286901,K514125,2026-05-30 11:12:36,Αίθουσα Επέμβασης 2,02018629858,23496
12044571806,X603243,2025-10-09 07:28:48,Χειρουργείο 4,02119001109,478
05081744824,X711493,2025-03-12 03:51:49,Χειρουργείο 2,04027352612,14137
09117320880,X633937.244,2024-12-11 12:23:53,Χειρουργείο 3,20078593378,24250
27072299665,X718559,2025-05-02 03:47:12,Αίθουσα Επέμβασης 1,17049454625,7897
30044132792,X653605,2026-08-14 09:04:41,Αίθουσα Επέμβασης 3,04049765143,19474
02129550783,X706039,2025-05-25 16:51:06,Χειρουργείο 5,18048136821,15412
09051884740,X635613,2025-04-18 21:39:37,Χειρουργείο 2,23038301805,950
21037742040,X646781,2026-07-01 18:13:52,Χειρουργείο 3,13128886585,21291
16027917542,K512977.29,2024-01-20 05:10:18,Αίθουσα Επέμβασης 5,28126455528,9707
25048043815,B314411,2026-03-25 17:44:45,Χειρουργείο 5,26086400932,11816
23127335917,X718807,2027-01-01 04:55:14,Χειρουργείο 4,03116493443,8698
