ΑΡΙΘΜΟΣ_ΣΥΜΒΟΛΑΙΟΥ,ΟΝΟΜΑ_ΦΟΡΕΑ,ΑΜΚΑ_ΑΣΘΕΝΗ
INS-303467189,EUROLIFE FFH,02083476124
INS-736765604,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,21016693078
INS-010678140,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23070307246
INS-977405394,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31084889787
INS-463043402,GENERALI,21058189206
INS-732715327,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11106342019
INS-219996337,INTERAMERICAN,03106725555
INS-092357449,NN HELLAS,07029219503
INS-870449598,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01100398901
INS-686459584,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23084720902
INS-604440857,INTERAMERICAN,30074001376
INS-936054089,GENERALI,24023548402
INS-236574766,GENERALI,13051631780
INS-117162266,GENERALI,22023657617
INS-592614295,ΕΟΠΥΥ,24031761416
INS-577057827,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10121640449
INS-401457151,NN HELLAS,02097664642
INS-047557937,INTERAMERICAN,18094833355
INS-776729955,NN HELLAS,30099228763
INS-121212193,EUROLIFE FFH,08034619279
INS-819187135,EUROLIFE FFH,06016020113
INS-078720817,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,29031587405
INS-328260182,EUROLIFE FFH,28029225841
INS-752113132,GENERALI,28017483836
INS-553223559,EUROLIFE FFH,12031740548
INS-553967566,NN HELLAS,06041069524
INS-282162096,GENERALI,31019917116
INS-918345733,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,17048625285
INS-456057936,GENERALI,22050173658
INS-764029724,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28108878674
INS-574994878,GENERALI,13128549618
INS-447422693,ΕΟΠΥΥ,11119962190
INS-058286122,NN HELLAS,10117270420
INS-804992472,NN HELLAS,11063364990
INS-353895672,EUROLIFE FFH,25080592292
INS-638886674,ΕΟΠΥΥ,13049636293
INS-795006698,INTERAMERICAN,24091009314
INS-845133915,GENERALI,08051918686
INS-458079046,INTERAMERICAN,29030073766
INS-544892147,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13059481159
INS-555809859,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02070586678
INS-158816509,ΕΟΠΥΥ,22088192214
INS-873132952,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11058315372
INS-630126366,GENERALI,19098672267
INS-297740008,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12037241796
INS-112490801,GENERALI,18068475471
INS-725499551,ΕΟΠΥΥ,25090677009
INS-842859290,NN HELLAS,04086707725
INS-807205846,GENERALI,08104012499
INS-991711601,GENERALI,22031261465
INS-186806887,GENERALI,03111535426
INS-511965617,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11057286756
INS-615521326,EUROLIFE FFH,09108583979
INS-571518334,ΕΟΠΥΥ,08064855776
INS-603433688,EUROLIFE FFH,28077241311
INS-865782614,INTERAMERICAN,20047433580
INS-184367487,GENERALI,11052385909
INS-767435089,GENERALI,22055480336
INS-280366995,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01078779308
INS-399133781,ΕΟΠΥΥ,07063885617
INS-343078529,EUROLIFE FFH,09015348959
INS-756213444,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11025790061
INS-240586184,GENERALI,05060566157
INS-415298133,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10078482047
INS-496245007,INTERAMERICAN,15108709662
INS-151958923,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28081061816
INS-136405265,INTERAMERICAN,04081072103
INS-580787141,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04123157530
INS-662144841,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,15077925979
INS-856029125,ΕΟΠΥΥ,30034618253
INS-669198735,GENERALI,13020802633
INS-328256040,INTERAMERICAN,05060911038
INS-222159672,NN HELLAS,08115727933
INS-857686733,GENERALI,10107259175
INS-814726530,EUROLIFE FFH,01041072769
INS-034258507,ΕΟΠΥΥ,07014177474
INS-132881888,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14118695895
INS-497340528,EUROLIFE FFH,13093788176
INS-318206699,ΕΟΠΥΥ,29119310016
INS-439576223,GENERALI,10097510208
INS-303925973,INTERAMERICAN,06069374675
INS-453767562,EUROLIFE FFH,09119345767
INS-574973589,NN HELLAS,10096011683
INS-378216391,NN HELLAS,12030601251
INS-036123342,INTERAMERICAN,19015133023
INS-573965730,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09103419413
INS-922695438,NN HELLAS,04113945919
INS-134671412,INTERAMERICAN,14127745576
INS-667124116,GENERALI,15107789707
INS-142954016,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05104021887
INS-940251770,EUROLIFE FFH,10128289254
INS-679576318,NN HELLAS,27058888038
INS-866948821,EUROLIFE FFH,01043797189
INS-399846096,ΕΟΠΥΥ,01115835712
INS-852184025,INTERAMERICAN,24037701932
INS-382534954,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,21096709995
INS-870984966,NN HELLAS,14100072215
INS-859802948,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12087152770
INS-902454303,INTERAMERICAN,31018791888
INS-574721216,EUROLIFE FFH,07040395291
INS-105935616,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11030857375
INS-970063093,ΕΟΠΥΥ,30014000248
INS-158538342,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19066008464
INS-174780991,EUROLIFE FFH,12100554870
INS-189660344,GENERALI,27127321383
INS-176358127,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04106659961
INS-239680811,NN HELLAS,03018092354
INS-664075098,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30120656299
INS-385407762,INTERAMERICAN,22078152332
INS-249265037,GENERALI,04080051419
INS-015748329,NN HELLAS,28070395598
INS-779781536,NN HELLAS,26078445643
INS-942348930,GENERALI,27043922131
INS-133049383,GENERALI,11073039461
INS-274282019,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24016253816
INS-843760821,INTERAMERICAN,26073197857
INS-677680407,GENERALI,05121101205
INS-687494628,INTERAMERICAN,26113822222
INS-170937984,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14037630432
INS-541011431,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19113756203
INS-405379864,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04093822971
INS-588223216,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28080731879
INS-297342587,EUROLIFE FFH,21028489618
INS-866237503,GENERALI,07067508947
INS-357386314,NN HELLAS,05128933969
INS-795732215,INTERAMERICAN,30095538054
INS-813206380,INTERAMERICAN,22010520641
INS-946402471,EUROLIFE FFH,10048149612
INS-127797379,NN HELLAS,06109135927
INS-114960154,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23071665698
INS-080019436,NN HELLAS,10122070966
INS-645206753,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19076332047
INS-831100986,NN HELLAS,19112027422
INS-687829459,INTERAMERICAN,28098018817
INS-773017162,GENERALI,15031283807
INS-594421432,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25090229741
INS-483867092,ΕΟΠΥΥ,22088883225
INS-651126008,NN HELLAS,27090091666
INS-073947446,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18031334433
INS-213246660,INTERAMERICAN,11121172982
INS-050890005,NN HELLAS,06115248859
INS-254924894,INTERAMERICAN,27043932924
INS-282502304,INTERAMERICAN,23107256791
INS-393540453,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29065194060
INS-118744541,EUROLIFE FFH,29108371094
INS-962542467,NN HELLAS,10121892954
INS-352015194,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11100411692
INS-766978784,ΕΟΠΥΥ,04087372263
INS-903300809,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15045437103
INS-664771458,ΕΟΠΥΥ,02078693338
INS-718208498,INTERAMERICAN,23073231107
INS-926373939,GENERALI,25046878953
INS-346795016,ΕΟΠΥΥ,29093667473
INS-990254485,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12011289448
INS-060399145,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02088502421
INS-108204343,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23116166332
INS-850051017,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20113131742
INS-690630344,INTERAMERICAN,12079470015
INS-550505620,EUROLIFE FFH,18079078992
INS-340217841,EUROLIFE FFH,24122205500
INS-572884557,NN HELLAS,28065227356
INS-196676248,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21019731888
INS-221739948,GENERALI,28114637812
INS-328530218,EUROLIFE FFH,30081533478
INS-509078168,INTERAMERICAN,13027717946
INS-681930506,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08086087273
INS-774268912,EUROLIFE FFH,04128993294
INS-298302794,NN HELLAS,17068532043
INS-971687082,GENERALI,27119841646
INS-536672548,ΕΟΠΥΥ,16053679155
INS-059375192,EUROLIFE FFH,31105527919
INS-406819623,INTERAMERICAN,13126298863
INS-293242433,GENERALI,13117862837
INS-972977002,INTERAMERICAN,05046962343
INS-317955110,INTERAMERICAN,09109318484
INS-438236124,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23047320673
INS-860197497,GENERALI,16026398129
INS-322729857,ΕΟΠΥΥ,08120083069
INS-556234639,GENERALI,10013939437
INS-525380467,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14090024319
INS-071112427,GENERALI,12113975098
INS-420947655,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13093404484
INS-297647813,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22101847505
INS-475670585,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09115067857
INS-665034598,GENERALI,23115796179
INS-737712166,INTERAMERICAN,21027842045
INS-804898890,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01073816797
INS-549018445,EUROLIFE FFH,01091313379
INS-400252619,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,06072395715
INS-658015649,GENERALI,15028048589
INS-597906029,ΕΟΠΥΥ,09067536469
INS-960819240,GENERALI,31127848611
INS-086771625,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03080331112
INS-950063768,INTERAMERICAN,03051307882
INS-691068225,EUROLIFE FFH,18095172089
INS-440105237,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22026388056
INS-824384301,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11022135313
INS-590579119,ΕΟΠΥΥ,28015560133
INS-711827779,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24075822353
INS-423353205,GENERALI,27084832031
INS-985922760,GENERALI,26014821845
INS-239304093,EUROLIFE FFH,24099502733
INS-605447930,EUROLIFE FFH,01081437722
INS-391568503,GENERALI,12120307468
INS-760791179,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02062431129
INS-287498908,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12093606812
INS-061809314,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22080368982
INS-148532670,NN HELLAS,11055262936
INS-115572027,GENERALI,14118643115
INS-322012747,ΕΟΠΥΥ,07088526553
INS-748033114,ΕΟΠΥΥ,04043872892
INS-207048019,GENERALI,30127795824
INS-226044343,NN HELLAS,30054767655
INS-588813796,INTERAMERICAN,25028919768
INS-825958136,EUROLIFE FFH,06121571522
INS-271940192,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23055706860
INS-762177089,ΕΟΠΥΥ,10126453072
INS-252517129,ΕΟΠΥΥ,11068902271
INS-177101266,ΕΟΠΥΥ,30050686587
INS-750771602,INTERAMERICAN,25105074193
INS-696993432,INTERAMERICAN,04093205235
INS-855895112,EUROLIFE FFH,03076526522
INS-292530662,NN HELLAS,12101578889
INS-044603594,GENERALI,01076384262
INS-777104436,ΕΟΠΥΥ,24046059563
INS-805433954,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23093204887
INS-223548968,GENERALI,23011864045
INS-379659843,NN HELLAS,08129844822
INS-857346892,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28068075557
INS-094052480,NN HELLAS,23045503030
INS-720072431,GENERALI,10050457610
INS-764934250,ΕΟΠΥΥ,30122306685
INS-847551652,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23066101850
INS-660805551,ΕΟΠΥΥ,25010590842
INS-124495416,NN HELLAS,06058994647
INS-223298416,NN HELLAS,07098517770
INS-287673258,EUROLIFE FFH,25056775754
INS-790293895,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09070697064
INS-267291070,ΕΟΠΥΥ,10058941460
INS-379611024,ΕΟΠΥΥ,07109142044
INS-635691806,INTERAMERICAN,06083308707
INS-408415197,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06068170523
INS-668659149,NN HELLAS,29028026361
INS-640075929,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23046752441
INS-221346866,EUROLIFE FFH,11106471716
INS-365560048,ΕΟΠΥΥ,26092035590
INS-142099874,NN HELLAS,31102166273
INS-794788362,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25017580491
INS-262341436,INTERAMERICAN,07078072628
INS-105874686,GENERALI,08015937272
INS-392959210,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30117096186
INS-602597010,INTERAMERICAN,27028971527
INS-894104186,ΕΟΠΥΥ,10055330383
INS-967429918,ΕΟΠΥΥ,27121344391
INS-317475627,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12013922119
INS-930157430,NN HELLAS,13068653507
INS-836756284,INTERAMERICAN,09021969129
INS-021540563,GENERALI,22129856844
INS-678806426,NN HELLAS,28075005185
INS-020658143,EUROLIFE FFH,16077499267
INS-907673387,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13023107191
INS-114954380,INTERAMERICAN,22087111057
INS-835313525,NN HELLAS,18030574793
INS-038270971,ΕΟΠΥΥ,27053894416
INS-843939926,INTERAMERICAN,21077459822
INS-478038607,NN HELLAS,11093014773
INS-252960184,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30015768982
INS-994053107,NN HELLAS,29040574380
INS-132820719,NN HELLAS,04060941488
INS-025744915,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23124615405
INS-735597994,NN HELLAS,03100554391
INS-129472629,NN HELLAS,03098799408
INS-688106571,ΕΟΠΥΥ,09075712631
INS-457699700,NN HELLAS,02076387705
INS-093465892,NN HELLAS,19078991976
INS-789991070,NN HELLAS,10075918597
INS-597952241,INTERAMERICAN,14048455710
INS-564935551,EUROLIFE FFH,15095810389
INS-258270878,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04077366973
INS-681995807,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27064831069
INS-498431200,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25034992238
INS-705165082,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01019803255
INS-381407860,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,27107495489
INS-414647709,INTERAMERICAN,26105775070
INS-664764366,NN HELLAS,02068669477
INS-377013280,NN HELLAS,30033203815
INS-594031797,EUROLIFE FFH,03035632967
INS-383054972,NN HELLAS,02091666904
INS-719643305,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23032345019
INS-884238082,GENERALI,19063701175
INS-340870790,GENERALI,14037900760
INS-813740350,GENERALI,12017027511
INS-498962548,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09106062393
INS-699216474,GENERALI,25051091029
INS-988422476,EUROLIFE FFH,06011416032
INS-552130405,EUROLIFE FFH,14042571400
INS-546009355,INTERAMERICAN,27105020473
INS-060723994,EUROLIFE FFH,14129876447
INS-039511614,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06085782263
INS-618923088,ΕΟΠΥΥ,01015927438
INS-810667502,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21073820948
INS-733109199,ΕΟΠΥΥ,12097212751
INS-968319229,GENERALI,08034698282
INS-393774997,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15035760080
INS-332292545,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01016619875
INS-347003149,GENERALI,05052383256
INS-149169987,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22103384730
INS-856488836,INTERAMERICAN,03016445342
INS-626565623,INTERAMERICAN,06083603008
INS-099935153,INTERAMERICAN,06035170687
INS-076899075,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17097228403
INS-987214321,EUROLIFE FFH,03021426310
INS-426290469,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11056712665
INS-923113424,GENERALI,27010001631
INS-499905784,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14035210862
INS-925294623,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30038637706
INS-162375914,GENERALI,29074833554
INS-784685347,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28065274116
INS-742239567,GENERALI,28044253188
INS-516489672,GENERALI,10013390511
INS-379332692,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11115551416
INS-254533500,ΕΟΠΥΥ,04094281675
INS-620995154,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19050205919
INS-398297350,ΕΟΠΥΥ,06082494264
INS-625715608,GENERALI,01074777928
INS-197220542,INTERAMERICAN,29032032973
INS-992131832,ΕΟΠΥΥ,29017269835
INS-261732560,GENERALI,07028696910
INS-956732542,GENERALI,26058836438
INS-149708072,NN HELLAS,10091519310
INS-842268167,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15064300248
INS-323958393,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17110493868
INS-339661459,ΕΟΠΥΥ,26017852430
INS-915611575,ΕΟΠΥΥ,09118279381
INS-074931702,NN HELLAS,18129742219
INS-958144246,ΕΟΠΥΥ,05011082827
INS-555075883,EUROLIFE FFH,27056646379
INS-205807874,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10036971957
INS-758620184,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30116708519
INS-477758957,INTERAMERICAN,15047113794
INS-282317563,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28037590584
INS-556043234,NN HELLAS,25125136075
INS-841934752,GENERALI,04059935450
INS-270036613,GENERALI,19011623358
INS-305377117,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05045133584
INS-106703041,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15110702206
INS-743313493,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25021519706
INS-867938804,INTERAMERICAN,07068711622
INS-699780578,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24129361829
INS-694632037,GENERALI,12011161095
INS-951851516,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07085493969
INS-535039012,EUROLIFE FFH,31017284144
INS-022991563,GENERALI,27095953023
INS-576683221,GENERALI,19086467110
INS-271149986,EUROLIFE FFH,05106695454
INS-385470727,GENERALI,13029976733
INS-608178368,GENERALI,05034305412
INS-076297343,EUROLIFE FFH,22086832823
INS-342531347,ΕΟΠΥΥ,02074715861
INS-391985585,INTERAMERICAN,26120155826
INS-310964411,ΕΟΠΥΥ,03010237400
INS-297036524,INTERAMERICAN,26047581768
INS-663589682,NN HELLAS,25079796978
INS-019533107,ΕΟΠΥΥ,25101107943
INS-772904286,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25110579918
INS-497847885,EUROLIFE FFH,23094070339
INS-606202745,GENERALI,07056558343
INS-664472308,INTERAMERICAN,16091920332
INS-349374042,GENERALI,05084711521
INS-165261815,INTERAMERICAN,14110383404
INS-160787905,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,26079001123
INS-084892712,GENERALI,07012562034
INS-134656555,ΕΟΠΥΥ,03127703391
INS-089532422,GENERALI,10103339766
INS-694283264,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23103715040
INS-468931310,INTERAMERICAN,16012372194
INS-042010029,INTERAMERICAN,25028880453
INS-632731371,ΕΟΠΥΥ,05116079914
INS-136769166,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09049252877
INS-606013567,ΕΟΠΥΥ,13073218645
INS-241293971,EUROLIFE FFH,10039586999
INS-654301408,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09077176538
INS-773898820,GENERALI,13109744209
INS-709444550,ΕΟΠΥΥ,13127150016
INS-778375265,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04088064990
INS-347147039,INTERAMERICAN,25112052995
INS-403499342,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,26088799184
INS-598336869,NN HELLAS,23082246788
INS-358068815,GENERALI,21025814166
INS-156658427,EUROLIFE FFH,25056406743
INS-922860871,ΕΟΠΥΥ,27097943244
INS-125729534,INTERAMERICAN,18069044089
INS-822473690,GENERALI,24108840091
INS-719669679,GENERALI,22061772078
INS-323971428,NN HELLAS,13125712176
INS-662239660,NN HELLAS,18023793936
INS-114230173,ΕΟΠΥΥ,19078159668
INS-784536845,ΕΟΠΥΥ,11095396272
INS-917736241,INTERAMERICAN,10095561210
INS-163715371,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21034085685
INS-143912286,GENERALI,16119775861
INS-372342997,GENERALI,05097025220
INS-999640239,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01109303301
INS-060195969,GENERALI,18020327701
INS-898758677,INTERAMERICAN,01129228663
INS-950736529,INTERAMERICAN,23042197702
INS-817035813,EUROLIFE FFH,08032370061
INS-176183622,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04074662723
INS-828732592,ΕΟΠΥΥ,28010472704
INS-016300410,EUROLIFE FFH,07099091881
INS-872494326,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28127709864
INS-460499635,GENERALI,06033226229
INS-515328373,EUROLIFE FFH,09080737096
INS-727309204,ΕΟΠΥΥ,29101889514
INS-928634498,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20011296350
INS-176866321,INTERAMERICAN,31107870850
INS-279516296,NN HELLAS,07091876922
INS-297687086,ΕΟΠΥΥ,06070398104
INS-025120507,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24126658808
INS-810653567,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13072406859
INS-265335037,ΕΟΠΥΥ,22114855383
INS-275731312,NN HELLAS,11063233366
INS-225951588,INTERAMERICAN,10083033561
INS-698583202,ΕΟΠΥΥ,19042054815
INS-407491159,NN HELLAS,04108742148
INS-424850613,GENERALI,04047067707
INS-788725964,EUROLIFE FFH,09010194931
INS-960183801,EUROLIFE FFH,28116820813
INS-113378415,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25013731309
INS-859434113,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,06103398888
INS-588099800,NN HELLAS,14063072311
INS-749755515,INTERAMERICAN,12050972621
INS-818414083,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,03085196762
INS-547700472,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13106571938
INS-906727665,INTERAMERICAN,15011655313
INS-831298518,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22095318925
INS-570408023,INTERAMERICAN,25039986809
INS-337306732,NN HELLAS,11081496874
INS-121859678,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08109134168
INS-839293063,NN HELLAS,12079385494
INS-778879414,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23016793914
INS-823137858,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13093717650
INS-877608191,EUROLIFE FFH,16024450524
INS-515685363,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10013684350
INS-696399453,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,06116105869
INS-194168357,INTERAMERICAN,28114259274
INS-233344530,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16014076843
INS-363218117,INTERAMERICAN,29120487243
INS-053167463,GENERALI,26043752235
INS-867614032,EUROLIFE FFH,11083989646
INS-641850902,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03070475987
INS-175483605,INTERAMERICAN,17083590968
INS-573538686,NN HELLAS,07028371814
INS-158949468,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14017192942
INS-311085407,GENERALI,05039386715
INS-625317992,INTERAMERICAN,07080900094
INS-729278917,INTERAMERICAN,09094626529
INS-304505472,INTERAMERICAN,08092256747
INS-915239103,NN HELLAS,08127385260
INS-142203812,EUROLIFE FFH,13123312892
INS-271862774,INTERAMERICAN,14021804271
INS-469744317,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05041928426
INS-881547507,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14116696346
INS-427834049,NN HELLAS,22079271826
INS-015850876,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11053806152
INS-281517685,EUROLIFE FFH,25112385268
INS-365410805,NN HELLAS,22073275396
INS-219309017,NN HELLAS,30118200589
INS-021369868,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14110907073
INS-992246155,NN HELLAS,23051051470
INS-326131796,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19047340256
INS-328878892,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31058070716
INS-413616518,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14121205078
INS-740279182,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25057254327
INS-205385501,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12074235762
