ΑΜΚΑ_ΑΤΟΜΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΔΙΕΥΘΥΝΣΗ,ΤΗΛΕΦΩΝΟ,ΒΑΘΜΟΣ_ΣΥΓΓΕΝΕΙΑΣ
05106154526,12112088223,Γαρυφαλλιά,Βασιλειάδη,"Ύδρας 1,, 26836 Σέρρες",+306919338740,Τέκνο
05039002651,08085453916,Δάφνη,Περράκης,"Πλατάκη 06-26,, 40085 Ναύπλιο",6920101329,Αδελφός/ή
11016370483,01118892990,Χαρά,Κουτχιάς,"Λεωφόρος Μεσορρουγίου 785,, ΤΚ 50541 Χίος",+306903239220,Γονέας
29067327939,14110067216,Ιερώνυμος,Δρακάκη,"Μαμαλά 12,, ΤΚ 353 55 Καστοριά",+302307849161,Αδελφός/ή
23057851081,30111491652,Δροσιά,Μανελίδης,"Πλατεία Γερακαρίου 485-438,, 01892 Λάρισα",+302486416884,Γονέας
06046324502,10031292831,Εύα,Γαλανάκη,"Αγάπης 7,, 16416 Τρίπολη",(+30) 6968 592987,Σύζυγος
24050229732,06097736630,Ίκαρος,Τσακαλάκου,"Πλατεία Σιδηράδες 8,, 73266 Ναύπλιο",+302930707857,Τέκνο
14079195220,02107514434,Παρασκευή,Φραγκουδάκη,"Αποστολιά 590,, ΤΚ 780 16 Λευκάδα",2370692637,Γονέας
07125695932,04108509601,Ζησούλα,Καλαϊτζοπούλου,"Πισκοπάνη 041,, 86528 Φλώρινα",+30 2159 029658,Αδελφός/ή
04087806115,14073363344,Ζαφειρία,Κομκούδης,"Μυρόβρυσης 1,, 320 19 Αλεξανδρούπολη",+30 2528 270503,Σύζυγος
02066468252,12026045091,Ντανιέλα,Πολίτου,"Λουτροτόπου 870-616,, 534 11 Ξάνθη",+30 2590 135361,Σύζυγος
22039677035,28063174807,Αλίκη,Σιδηρόπουλος,"Μάρα 3,, 76496 Καστοριά",6978154053,Γονέας
31080327653,10123351053,Βαλεντίνα,Ροϊδούλης,"Ναυπάκτου 236-228,, 46241 Πύργος",+302810160136,Σύζυγος
25086297443,30041107378,Παρθένα,Πέττα,"Καστανούλας 7,, ΤΚ 951 16 Βέροια",6940 068451,Γονέας
06028829515,16124324565,Βλάσης,Χατζελλής,"Αετορράχη 485,, ΤΚ 622 44 Θεσσαλονίκη",+302957046231,Τέκνο
28018887051,18034267043,Αχιλλεία,Σαλέμη,"Αγίου Κοσμά 063,, 85745 Αργοστόλι",(+30) 2605 239473,Τέκνο
20089416911,28076235503,Πολυχρονία,Κουλουριώτης,"Θηρασίας 8,, 807 65 Λιβαδιά",+306901246981,Αδελφός/ή
28124648494,17055181628,Πραξιτέλης,Σπυρόπουλος,"Καρυδιάς 453-994,, 691 85 Άρτα",6986235876,Σύζυγος
18047294230,29016418415,Παρθένα,Τσικνή,"Λουτρών Υπάτης 2,, ΤΚ 22341 Ηράκλειο",2930149341,Γονέας
23045259673,11038301432,Αλεξία,Πουλιάση,"Δεματίου 65,, ΤΚ 407 24 Βόλος",6938145716,Σύζυγος
21027748773,08069412051,Ιπποκράτης,Πετρογιάννης,"Πλ. Μαγγάνων 4,, 96168 Βέροια",210 3599568,Τέκνο
17095185718,23068824299,Κωνσταντία,Βαλκάνου,"Κορθίου 97,, ΤΚ 49986 Χανιά",(+30) 6927 192234,Σύζυγος
28016666224,10036041656,Σμαράγδα,Κατάκης,"Αγίων Αποστόλων 70-70,, ΤΚ 98140 Σάμος",210 0622290,Γονέας
22126840550,01071424637,Νομική,Παναγιωτακόπουλος,"Σεβαστού 4,, ΤΚ 960 57 Πολύγυρος",6930256668,Γονέας
25034695590,30088160008,Παναγία,Σάουερ,"Λιάκου 5,, 69902 Λιβαδιά",6991 296932,Τέκνο
22094595350,16060844284,Ναθαναήλ,Περάκης,"Φλαμπούρου 15,, 550 62 Κέρκυρα",2070664361,Αδελφός/ή
28016237710,03043329563,Παρασκευάς,Ματεντσίδου,"Δεσφίνης 93,, ΤΚ 034 97 Τρίκαλα",2190 934 369,Τέκνο
27027584789,26084440130,Κορνηλία,Παπαθωμά,"Λεωφόρος Κανδάνου 3,, ΤΚ 99278 Λαμία",6994001593,Γονέας
03047615452,22037354424,Στέφανος,Ντζιαβίδα,"Μαθιάς 4,, ΤΚ 875 69 Πρέβεζα",+306976156204,Γονέας
03059140950,09046580229,Ισιδώρα,Περουλάκη,"Χρήστου 571,, 52397 Μεσολόγγι",+302459082061,Γονέας
04036983823,03061313118,Ήλια,Πάγκαλος,"Ρεντίνας 56,, ΤΚ 929 56 Κιλκίς",6963 185639,Σύζυγος
10106424447,10115954759,Αρτέμιος,Μαυροπούλου,"Φορτοσίου 622-118,, 20548 Φλώρινα",2800 992294,Τέκνο
10045718360,04065965772,Σπυράννα,Βούκας,"Δυτικού 8,, 70779 Σάμος",2420333575,Αδελφός/ή
09107765999,09040811963,Αίας,Αβραμίδης,"Λεωφ. Αγίων Αποστόλων 93,, 02882 Ηράκλειο",2102058894,Γονέας
18020570720,29113285525,Στυλιανός,Χριστογιάννη,"Βακουφτσή 89,, ΤΚ 58311 Ηράκλειο",2090085626,Τέκνο
28114724199,16040807359,Παναγιώτης,Σκαρλάτος,"Μαραθοπόλεως 41,, 40084 Ζάκυνθος",6914063441,Αδελφός/ή
12057084304,21063415162,Φιλαρέτη,Πορφυριάδου,"Λεωφ. Πορτίτσης 90,, ΤΚ 14535 Λιβαδιά",6962 211801,Τέκνο
27089304875,25035088523,Κορνηλία,Καραγιάννη,"Πλατεία Δροσοπηγής 4,, ΤΚ 00734 Καρδίτσα",210 126 5112,Γονέας
11059771777,12083928374,Αντωνία,Ζιώγος,"Κροκεών 0,, 80557 Ιωάννινα",(+30) 6905 830322,Γονέας
18098012922,01083628574,Πάρις,Ασουχίδου,"Σάρχου 21,, ΤΚ 969 46 Ερμούπολη",24170 32 093,Σύζυγος
28115508255,10069745163,Μόσχα,Μπαλή,"Ποταμού 91,, ΤΚ 13167 Λευκάδα",210 1175529,Τέκνο
17048660680,11128399640,Ξένη,Πεμούση,"Αλευράδας 0,, 313 08 Αλεξανδρούπολη",2060 778 269,Τέκνο
05086599064,13069899827,Αρτέμιος,Πλατάκη,"Λεωφόρος Φαλαισίας 60,, 556 72 Λάρισα",25870 90 804,Σύζυγος
17085877178,08129356683,Πολυξένη,Γιανναρά,"Ρουσσοπουλίου 82,, ΤΚ 09398 Λιβαδιά",6989184110,Γονέας
31077904207,01059154278,Νικόλαος,Πιάγκος,"Πουλάτων 28-55,, ΤΚ 95765 Ξάνθη",6945720949,Σύζυγος
01058290856,08045700384,Θεοδόσης,Σακκή,"Πάροδος Βελανιδιάς 6,, 540 76 Αθήνα",(+30) 2170 986532,Γονέας
05108420031,04073882757,Παναγής,Κουζουλά,"Πάρ. Πλατανακίου 34,, 87959 Καβάλα",+302573836970,Σύζυγος
23117321903,01081605915,Λυδία,Πατμανίδης,"Λεωφόρος Καλουτά 5,, ΤΚ 442 29 Ναύπλιο",210 055 1022,Αδελφός/ή
01080137914,18059385028,Βαλέρια,Ξηρίδου,"Αγίας Άννης 710-612,, ΤΚ 223 11 Κέρκυρα",6939 817002,Τέκνο
14090149168,09087060883,Σεβαστιανή,Γρηγορίου,"Δυσβάτου 65,, 196 16 Ρέθυμνο",2108097010,Σύζυγος
20050281241,09111102535,Πολυχρόνιος,Μητρόπουλος,"Παρακαλάμου 01,, 669 18 Αλεξανδρούπολη",2330522911,Αδελφός/ή
25114583376,19049063244,Φωτεινός,Βαρακλής,"Πάροδος Λαζαρίνας 58,, 30452 Καβάλα",2102737553,Γονέας
06129420303,18118298203,Θηρεσία,Κυριαννάκη,"Μπατσάκη 631-760,, 056 43 Λευκάδα",+30 6948 803175,Σύζυγος
05048504463,07026809027,Αρχέλαος,Τσούπρας,"Πάροδος Λιβαδοχωρίου 96-26,, 92631 Τρίκαλα",+30 2330 336232,Σύζυγος
28076118473,30094112528,Βάιος,Κουρλού,"Διλινάτων 18,, ΤΚ 18685 Πρέβεζα",2430 866471,Τέκνο
22015616321,07080662793,Θεολόγος,Καλαμάρα,"Καλαβρούζης 7,, 462 89 Κατερίνη",2690070688,Γονέας
29019529974,30033785200,Ευκλείδης,Γκουτζαμάνης,"Γωνιάς 389,, 043 99 Σάμος",+306970341153,Γονέας
08087221405,25058220447,Καλλιόπη,Τσάκη,"Βερδικούσσης 0,, ΤΚ 77684 Ηγουμενίτσα",210 370 4986,Γονέας
22037552707,01079166712,Νικηφόρος,Σμαρδάς,"Φαλατάδου 60-57,, 959 61 Τρίπολη",6951 880760,Τέκνο
07106374432,17121272153,Υβόννη,Μελιτσόπουλος,"Συκολόγου 45-76,, ΤΚ 833 44 Αλεξανδρούπολη",(+30) 6980 486213,Γονέας
13035455749,16063700477,Έξαρχος,Χριστοδούλου,"Λεωφ. Καβάλας 390-461,, ΤΚ 839 93 Λευκάδα",2900 409 585,Τέκνο
27080478279,11057562056,Ανδρόνικος,Σακελλαρίου,"Λεωφ. Βρουστίου 9,, 18127 Καρπενήσι",6975 461660,Σύζυγος
22038347890,04058393927,Θεοχαρούλα,Λαζαρίδης,"Πλ. Καλυβίων Σοχάς 65,, ΤΚ 212 23 Πολύγυρος",6983 678 512,Αδελφός/ή
25018507174,11045709227,Αριστοφάνης,Τσούρα,"Κορωνούδας 35,, ΤΚ 389 52 Ηγουμενίτσα",2770 429903,Τέκνο
16025266389,28100663351,Θεολογία,Τόμπρη,"Επταχωρίου 00,, 99407 Χανιά",+306976434124,Τέκνο
11077018424,20022584481,Χριστόφορος,Σολωμίδου,"Πανάσου 47,, 073 97 Ρόδος",+302003066552,Τέκνο
30107561482,17030464001,Προμηθέας,Τσότρας,"Ηραίου 487,, 98952 Λιβαδιά",+30 2328 926094,Αδελφός/ή
02074711667,17085814611,Κλεοπάτρα,Μπύρου,"Κασσιόπης 0,, 43460 Έδεσσα",6964 899059,Γονέας
23045544034,23097983956,Χρύσανθος,Χουρζαμάνη,"Πάρ. Αγίου Γεωργίου 050-454,, ΤΚ 91760 Χανιά",2101830483,Σύζυγος
01026114366,10036824527,Χρήστος,Μιχαηλίδης,"Κυριακίου 174,, 88976 Αργοστόλι",+30 2715 712186,Αδελφός/ή
11077848293,29093098592,Αλκμήνη,Χατζιάρας,"Διακουμή 99,, 094 09 Σάμος",+30 2599 845295,Τέκνο
31088211661,28104433749,Ισιδώρα,Χριστάρας,"Πλ. Τροπαιούχου 41,, 47030 Καρδίτσα",(+30) 2903 092930,Γονέας
14079442960,25038479653,Ηλίας,Βαλσαμίδου,"Αφρατίου 18,, 52264 Αθήνα",210 670 5878,Σύζυγος
14035389210,19117370482,Μυρτώ,Θωμάκου,"Πλατυκάμπου 0,, ΤΚ 228 80 Κιλκίς",+30 6989 065559,Σύζυγος
10039348239,28040602250,Λαυρέντιος,Μωυσίδου,"Πλ. Καλαφατιώνων 50,, ΤΚ 715 59 Θεσσαλονίκη",+30 2080 824779,Σύζυγος
18090386307,10124346175,Μαρτίνος,Πουλιάση,"Νικηταί 92,, ΤΚ 01392 Φλώρινα",(+30) 6990 001131,Τέκνο
13059144140,22086772536,Πασχαλιά,Γκανάτσιος,"Αγίου Ιωάννου Επιδαύρου Λιμήρας 99,, ΤΚ 71580 Άμφισσα",(+30) 2787 812739,Αδελφός/ή
08096918228,10106164930,Δημήτρης,Ταμπορρίνο,"Ριζού 18-51,, 575 07 Καλαμάτα",2000704878,Τέκνο
28016770419,07012292193,Μακρίνα,Δαματοπούλου,"Λεωφόρος Καλυβίων Μυρτουντίων 13,, 65886 Πάτρα",2460730192,Σύζυγος
28028821294,09024945131,Μαλαματένια,Κυρίτσης,"Προσηλίου 01,, ΤΚ 79302 Αθήνα",210 4088662,Σύζυγος
18116794848,07100974099,Χρυσάνθη,Αργυράκη,"Πλ. Πλατανίου 96,, ΤΚ 133 30 Ζάκυνθος",210 045 7869,Γονέας
03094543359,30096793945,Κώστας,Κυργιά,"Μαχαιρών 43,, ΤΚ 502 44 Ρόδος",6980027444,Γονέας
02115324331,02015954549,Ρηγούλα,Λιάνου,"Ηλιοχωρίου 454-823,, 94306 Άμφισσα",(+30) 2484 623669,Τέκνο
11020095289,05077645020,Μεθόδιος,Μαρκόπουλος,"Ματσουκίου 84,, 19492 Χανιά",210 1317631,Γονέας
31128582515,31122051193,Ανάργυρη,Νανούρης,"Βώρων 9,, 867 12 Ιωάννινα",23450 65 287,Αδελφός/ή
17074824402,29095833578,Αριάδνη,Γεωργούλας,"Πάροδος Προσύμνης 27,, 847 19 Καβάλα",2670 666 831,Τέκνο
23077213582,30071336432,Παρθένα,Βραδή,"Ζερμπισίων 9,, 57300 Αγ. Νικόλαος",(+30) 2728 993608,Σύζυγος
06095010845,30069238497,Γλυκερία,Σκρέκας,"Τσακίρη 237,, 06269 Σάμος",+30 6947 445676,Σύζυγος
05075493025,17121252088,Αλεξάνδρα,Τερζής,"Πυροβόλου 59,, 11511 Καστοριά",2104836442,Γονέας
03094940059,02034225790,Αρίσταρχος,Καραμανλή,"Ελαιοχωρίου 8,, 913 37 Λιβαδιά",+30 6970 884310,Σύζυγος
24034839209,19014034629,Βικτωρία,Νταβάς,"Μαντζαρίου 69,, ΤΚ 15299 Χίος",(+30) 6931 933442,Γονέας
26050390657,01074419760,Κορνήλιος,Κοτσινά,"Παλιουρίου 5,, 784 00 Άμφισσα",210 5418086,Αδελφός/ή
21110531498,28080650159,Σωζούσα,Τσικρίκα,"Αρναίας 00,, 221 89 Αγ. Νικόλαος",2107385310,Αδελφός/ή
21087129665,03066716289,Πέτρος,Γιαννακέας,"Ολύμπου 23,, 869 61 Ηράκλειο",+30 2222 109906,Σύζυγος
29049269622,28098112627,Αριστοτέλης,Κωνσταντάς,"Ρεπετίστης 110-721,, 72431 Χανιά",6947 254279,Σύζυγος
27098262880,20080059412,Αγαθοκλής,Κουκλατζής,"Γυμνού 27,, 354 02 Σάμος",210 5105001,Αδελφός/ή
28085872407,08012403520,Ελευθερία,Τζάγκα,"Εξοχής 68,, 595 66 Καρπενήσι",2108606190,Γονέας
22038112235,29076247553,Διονύσιος,Κυπραίος,"Ανοίξεως 19-68,, ΤΚ 20558 Κόρινθος",+306978227765,Γονέας
25057175340,09033208124,Τίτος,Κεσαλίδης,"Πάροδος Κουβαλάτων 59,, 67998 Τρίπολη",(+30) 2529 440382,Αδελφός/ή
15055535748,20076803695,Παυσανίας,Μωραΐτης,"Μαρτζούκου 97,, ΤΚ 841 17 Αθήνα",2730 163 165,Τέκνο
01114594172,20051916947,Μαρίνα,Βλησαρούλης,"Ριζίων 87,, 79548 Ηγουμενίτσα",26950 31 312,Γονέας
06065229690,18105056805,Ιωακείμ,Παλιεράκη,"Λόφων 0,, ΤΚ 76014 Αργοστόλι",2760418162,Αδελφός/ή
23019474350,17073852667,Αίας,Μπιμπίκα,"Ποταμιάς 3,, 853 76 Τρίκαλα",2456043198,Σύζυγος
05019634803,26021283764,Νικηφόρος,Φασατάκη,"Στρατονίκης 80-16,, 942 73 Αργοστόλι",2230 355538,Γονέας
18037134444,16029525218,Βερονίκη,Κομκούδης,"Παλαιοχωρίου 839,, ΤΚ 91121 Άμφισσα",+306913032826,Σύζυγος
02045120076,26114240802,Αργυρώ,Αποστολάκης,"Λογοθετιανίκων 57,, ΤΚ 18132 Έδεσσα",(+30) 6934 400069,Γονέας
11124541189,02064689347,Παύλος,Λεμονής,"Αγίου Βαρθολομαίου 82-81,, ΤΚ 27545 Αγ. Νικόλαος",+30 2065 153094,Σύζυγος
20055168782,21012409110,Ιππόλυτος,Γρηγορίου,"Δαφνουδίου 772-776,, 508 33 Κατερίνη",6921112908,Γονέας
19098392875,18013521798,Λουδοβίκος,Γιωτάκης,"Θέρμου 065-918,, 962 06 Λαμία",+30 6972 701539,Αδελφός/ή
23114897342,29031890732,Πρόδρομος,Δρακάκης,"Τοσούνη 045,, ΤΚ 705 72 Ηγουμενίτσα",6991 572056,Αδελφός/ή
14039845568,29070293217,Βερόνικα,Αλεξανδράκη,"Πάροδος Παπαδιανίκων 438-899,, 01049 Θεσσαλονίκη",+30 6952 740994,Γονέας
06060272191,27060340961,Αριστείδης,Ανδριώτης,"Ψαθογιάννου 66,, ΤΚ 24913 Λευκάδα",+30 6926 881037,Γονέας
30087206200,07045479450,Καλομοίρα,Νιτσοτόλης,"Πλ. Φουρνής 00,, 66626 Χίος",+30 2317 877684,Σύζυγος
12118712983,02015243302,Βασιλική,Τρεντσίου,"Σταγίρων 9,, 899 33 Χανιά",2102011481,Τέκνο
07106658139,24116274432,Νεφέλη,Τσικνή,"Χριστοδούλου 310-952,, 53469 Ρόδος",+30 6964 381777,Τέκνο
09079771261,04123390775,Κασσάνδρα,Σουρμπής,"Κολιρίου 37,, 53829 Κομοτηνή",2294047362,Τέκνο
27067617928,19095088645,Θεολόγος,Γρηγοροπούλου,"Παρασκευής 507-836,, ΤΚ 292 50 Κιλκίς",2616034025,Αδελφός/ή
08026737038,12027059885,Δέσποινα,Κυμπάρης,"Κυθήρων 482,, 95597 Κέρκυρα",+306987545101,Γονέας
26026746386,14030448924,Αυγουστίνα,Συμεωνίδου,"Αγριακόνας 9,, 884 67 Τρίκαλα",22020 07 364,Γονέας
29015221171,03097789640,Αιμίλιος,Κανελλή,"Λουμπούτσκου 22,, 39539 Ζάκυνθος",+306976321370,Σύζυγος
21075874461,04103347633,Αμφιθέα,Κουτελιέρης,"Μαυρονόρους 48,, 47019 Ηγουμενίτσα",+302107204362,Αδελφός/ή
26127499872,26017311974,Σέργιος,Δημόπουλος,"Πρέκα 5,, 36115 Τρίκαλα",2580697919,Σύζυγος
23014696599,05044770334,Μάνθα,Καστάνης,"Σιμητοπούλου 3,, ΤΚ 61500 Λαμία",2760965658,Σύζυγος
29085403006,20014943124,Μεγακλής,Δημητρέλου,"Μοραΐτικων 82,, 21634 Βέροια",6944600914,Αδελφός/ή
11098065877,14084135353,Σπυριδούλα,Ταξίδου,"Λυκόγιαννης 40-69,, 86782 Έδεσσα",+30 6943 336411,Γονέας
17058563071,05028665366,Πηνελόπη,Δίγκας,"Πλ. Βασιλή 79-69,, 80233 Κόρινθος",2090 684 145,Τέκνο
08126207093,07091394362,Αστέριος,Ράλλης,"Καστρίτσης 971,, ΤΚ 94758 Ηγουμενίτσα",2894085216,Σύζυγος
27070164658,16111625060,Σοφοκλής,Κετεσίδου,"Πλατεία Εκκλησοχωρίου 18,, ΤΚ 37724 Ρόδος",6910826821,Τέκνο
28040642265,02113625641,Κερασιά,Σουρμπής,"Πολυστύλου 3,, 667 45 Κέρκυρα",6972 140439,Σύζυγος
23026826435,27099103003,Ιππόλυτος,Μαυρογονάτος,"Κακοβάτου 49,, 72149 Καβάλα",+30 6968 168851,Σύζυγος
11069833567,21073207665,Ιππόλυτος,Παναγιωτακόπουλος,"Λιολιοπούλου 5,, 404 95 Ηράκλειο",210 0330838,Σύζυγος
